0.028075 -0.000879 -0.004085 0.002878
0.028075 0.000943 -0.003326 -0.003727
0.020566 -0.001543 -0.004638 -0.001610
0.020566 0.002026 0.004354 -0.000664
0.007576 -0.000845 0.001871 -0.004634
0.007576 -0.000829 -0.003444 -0.003622
0.015326 -0.001783 -0.001765 -0.004429
0.015326 0.002242 -0.002511 0.000713
0.057547 0.002005 0.000878 -0.004365
0.057547 0.001362 0.001050 -0.004845
0.115206 0.001960 -0.003627 0.002734
0.115206 -0.001448 -0.004520 0.001988
0.031764 0.002022 -0.002729 -0.003468
0.031764 0.002244 -0.001997 0.001541
0.016170 -0.002052 -0.004252 0.000840
0.016170 0.001951 0.003027 0.003408
0.026693 0.001550 -0.001959 0.004498
0.026693 -0.001817 0.003386 -0.003311
0.003400 0.001832 -0.001974 -0.004289
0.003400 0.002248 -0.001076 0.001673
0.019477 -0.001570 0.001019 0.004791
0.019477 -0.000299 0.003768 0.003286
0.202303 0.002199 -0.003536 0.000244
0.202303 -0.002072 -0.004265 0.000216
0.028318 -0.001789 0.004419 0.001778
0.028318 0.001241 0.004864 0.001050
0.050658 -0.000855 0.004664 0.001794
0.050658 0.000709 0.002561 -0.004293
0.009980 -0.000411 0.003136 -0.003894
0.009980 -0.000525 -0.004682 -0.001753
0.073662 0.001932 -0.002777 0.003654
0.073662 -0.002247 -0.000762 -0.002083
0.052782 0.001985 0.003832 -0.002348
0.052782 -0.001617 0.004537 -0.001789
0.005331 0.002234 0.002053 -0.002102
0.005331 0.002233 -0.002032 -0.002163
0.007146 0.002044 -0.004024 -0.001671
0.007146 0.002139 -0.003997 -0.000050
0.051144 -0.000041 0.004957 -0.000653
0.051144 0.001018 0.002509 -0.004317
0.433998 -0.002006 -0.003566 -0.002653
0.433998 -0.001455 -0.004684 -0.001551
0.003866 -0.000860 0.003950 -0.003061
0.003866 -0.000843 0.001339 0.004815
0.060587 0.001356 -0.003157 -0.003824
0.060587 0.000504 -0.002221 0.004479
0.022469 -0.001891 0.002006 -0.004196
0.022469 -0.001492 -0.000297 0.004918
0.069229 0.001876 0.004667 0.000119
0.069229 -0.002249 0.000640 0.000805
0.011283 0.002244 0.002200 -0.001225
0.011283 0.001012 0.004074 0.002887
0.098657 -0.001583 -0.003451 0.003469
0.098657 -0.002241 0.000875 -0.002517
0.038490 -0.000452 -0.000270 -0.004992
0.038490 0.001893 0.004488 0.001206
0.004421 -0.000825 0.004997 -0.000083
0.004421 0.000900 0.004108 -0.002844
0.007153 -0.002139 -0.003231 -0.002353
0.007153 0.001188 -0.002212 0.004464
0.113586 -0.002213 0.003149 0.001212
0.113586 -0.002038 0.001541 -0.004091
0.251927 -0.001034 0.004591 -0.001958
0.251927 0.000564 -0.004443 0.002290
0.016282 -0.002082 -0.000001 -0.004240
0.016282 0.001223 -0.004905 0.000853
0.032854 0.001910 -0.001210 -0.004463
0.032854 -0.002250 0.001356 -0.000133
0.107368 0.000931 0.004934 -0.000776
0.107368 -0.001353 0.003945 0.003005
0.089722 -0.000906 0.004943 0.000723
0.089722 0.002248 -0.001730 0.001119
0.037654 0.001811 0.004222 0.002157
0.037654 -0.002204 -0.003497 -0.000033
0.001031 -0.002172 0.003375 0.001736
0.001031 0.002241 -0.002267 0.001451
0.180805 0.002006 -0.002577 0.003626
0.180805 0.002181 -0.001828 0.003236
0.025418 -0.001702 -0.000211 0.004825
0.025418 -0.002023 -0.003028 -0.003205
