0.112044 -0.001959 -0.004265 -0.001571
0.112044 -0.002210 0.001738 0.002933
0.082808 -0.001443 0.004915 -0.000493
0.082808 -0.001067 0.004987 0.000163
0.027119 -0.002234 -0.002920 -0.000467
0.027119 -0.001463 -0.004091 0.002760
0.027049 0.002236 0.002895 -0.000050
0.027049 -0.001245 0.004262 0.002568
0.293399 -0.000788 -0.004467 -0.002235
0.293399 0.002049 0.002906 0.003216
0.009602 0.000843 -0.000197 -0.004994
0.009602 -0.001049 0.003821 0.003212
0.002352 0.001864 0.000000 -0.004685
0.002352 -0.002246 -0.002153 0.000891
0.039358 0.001700 -0.002161 0.004320
0.039358 0.002141 -0.003834 0.001096
0.112809 0.001352 0.002292 0.004397
0.112809 -0.000674 -0.004997 0.000096
0.132179 -0.001775 -0.002508 0.004061
0.132179 -0.001678 0.003509 -0.003338
0.084727 -0.001095 0.004510 0.002131
0.084727 -0.000993 0.004681 0.001738
0.694260 0.002142 0.001680 -0.003594
0.694260 -0.001750 0.003725 -0.003009
0.023214 -0.001560 0.004866 0.000601
0.023214 0.002249 -0.000797 0.001716
0.093344 -0.002137 0.003805 -0.001250
0.093344 0.001987 -0.000294 0.004480
0.007154 0.001676 -0.004845 -0.000129
0.007154 -0.002245 0.000288 -0.002392
0.074391 -0.002128 0.002340 -0.003309
0.074391 0.001529 -0.004079 -0.002740
0.005304 -0.001360 -0.004602 -0.001847
0.005304 -0.002149 -0.000370 0.003924
0.006149 -0.001553 0.003532 0.003404
0.006149 0.001784 0.004764 0.000160
0.027365 0.002101 0.002046 0.003634
0.027365 0.002046 -0.003782 -0.002152
0.001308 0.001892 -0.002182 0.004106
0.001308 0.001323 0.001463 0.004745
0.078849 -0.000132 0.004669 -0.001788
0.078849 -0.001334 -0.004915 -0.000688
0.044855 -0.001053 0.003301 0.003743
0.044855 0.001619 0.001639 -0.004593
0.133116 0.001218 -0.001788 0.004647
0.133116 -0.001341 0.003527 -0.003490
0.174936 0.002214 -0.002896 -0.001667
0.174936 -0.002156 -0.003145 0.002298
0.088207 -0.002009 0.004308 0.001083
0.088207 -0.002170 -0.001415 -0.003529
0.151677 0.001933 -0.004293 0.001609
0.151677 -0.002243 0.001871 0.001600
0.011191 0.000467 -0.004996 0.000186
0.011191 0.002095 -0.001421 0.003945
0.071939 0.001411 -0.003665 0.003324
0.071939 0.001766 0.001196 -0.004630
0.023233 0.000688 -0.004366 -0.002436
0.023233 0.000583 -0.003348 0.003713
0.114691 -0.000962 0.004008 0.002980
0.114691 -0.001514 0.000077 0.004918
0.015198 -0.002041 -0.002163 -0.003791
0.015198 -0.001804 -0.004142 -0.002322
0.019147 -0.001355 -0.001123 0.004831
0.019147 -0.001899 -0.002025 -0.004174
0.029299 -0.001159 -0.004931 0.000725
0.029299 -0.002249 0.001453 0.000707
0.032594 0.002210 -0.002970 0.001679
0.032594 -0.001312 0.003427 0.003594
0.064241 -0.001264 0.004878 0.000969
0.064241 -0.001392 -0.004792 0.001249
0.266342 0.001674 0.002832 -0.003932
0.266342 -0.002068 -0.003924 -0.001718
0.045521 0.001718 0.002423 0.004166
0.045521 0.002237 0.002089 0.001942
0.031720 0.000660 0.003619 0.003449
0.031720 -0.002171 -0.002720 -0.002659
0.013683 0.000827 0.001960 -0.004597
0.013683 -0.000749 0.002066 -0.004552
0.018100 -0.002248 -0.001606 -0.001174
0.018100 0.001659 -0.001426 -0.004642
