0.145129 -0.000944 -0.002826 0.004117
0.145129 -0.000886 -0.004976 -0.000436
0.095028 -0.002201 -0.002240 -0.002721
0.095028 0.001020 -0.003764 0.003279
0.214036 -0.001683 0.003529 -0.003314
0.214036 0.001661 -0.002620 0.004086
0.029214 0.001258 -0.000122 0.004973
0.029214 0.002030 0.003069 -0.003144
0.030841 0.001930 -0.003544 0.002922
0.030841 -0.000450 -0.004677 -0.001767
0.301261 -0.001848 0.004491 0.001387
0.301261 -0.000399 -0.003705 -0.003354
0.000813 -0.001415 -0.002501 0.004268
0.000813 0.002221 0.003204 0.000515
0.051455 0.001694 0.003384 0.003453
0.051455 -0.000381 -0.004526 -0.002123
0.043103 0.001023 -0.000615 0.004955
0.043103 -0.001724 0.000115 0.004813
0.010348 0.001141 0.001882 -0.004617
0.010348 -0.000787 0.004574 -0.002015
0.010815 0.002010 -0.000349 0.004428
0.010815 0.001416 -0.003936 0.002997
0.000615 -0.001811 -0.003105 0.003584
0.000615 -0.002246 -0.002292 0.000107
0.072936 -0.001057 0.002698 -0.004198
0.072936 0.001178 0.003362 0.003676
0.019008 -0.002232 -0.002808 -0.001071
0.019008 0.002170 0.002497 -0.002872
0.192330 0.001992 -0.000849 0.004398
0.192330 0.002015 -0.000246 -0.004421
0.176752 -0.000055 0.004157 -0.002775
0.176752 0.001790 -0.004441 -0.001714
0.337383 0.000976 0.004945 -0.000678
0.337383 -0.001392 0.000909 -0.004865
0.002708 0.002037 -0.004326 -0.000651
0.002708 -0.002146 -0.001070 0.003814
0.008299 0.002209 -0.003168 -0.001331
0.008299 -0.001614 0.000318 -0.004869
0.216664 0.000206 0.002789 -0.004148
0.216664 -0.001676 0.000865 -0.004766
0.014275 0.001476 -0.001198 0.004783
0.014275 -0.001599 0.003656 -0.003241
0.065727 -0.002119 -0.003384 -0.002301
0.065727 0.000150 -0.003952 0.003061
0.025207 -0.002230 -0.000400 0.003018
0.025207 -0.002246 0.002262 0.000251
0.016286 -0.002216 0.003305 0.000382
0.016286 -0.001797 0.004537 -0.001425
0.011641 -0.002212 -0.001157 -0.003189
0.011641 0.002182 0.000552 -0.003669
0.040793 -0.001548 0.004359 0.002254
0.040793 -0.001596 -0.003777 -0.003102
0.008855 -0.001635 0.004162 0.002526
0.008855 -0.002250 -0.000306 -0.000408
